ACC_X,ACC_Y,ACC_Z,BVP,EDA,TEMP,label,subject
57.0,23.0,17.0,17.48,0.171965,34.25,4,S2
-65.0,0.0,7.0,19.52,0.19598,31.47,4,S4
31.0,-54.0,3.0,65.52,0.594804,33.81,2,S2
-45.0,45.0,11.0,2.23,0.338518,30.93,4,S3
-64.0,-4.0,13.0,-20.47,1.285533,32.87,1,S3
-53.0,7.0,35.0,-34.71,0.321359,32.34,4,S14
62.0,0.0,11.0,6.38,0.256533,33.99,4,S2
-30.0,57.0,10.0,1.02,2.134717,31.97,2,S3
-34.0,-8.0,-55.0,-83.12,0.16528,32.91,1,S4
-34.0,-11.0,-50.0,-19.26,0.106438,33.09,1,S4
-15.0,-48.0,-40.0,18.18,0.112834,33.03,1,S4
54.0,11.0,-30.0,-29.05,0.142495,35.93,1,S2
-21.0,-11.0,-60.0,34.96,0.125626,32.97,1,S4
-23.0,-59.0,-7.0,-9.86,0.26763,32.25,1,S14
29.0,-51.0,22.0,18.89,0.557681,33.15,1,S3
-33.0,-55.0,0.0,30.14,0.265071,32.25,1,S14
-66.0,-3.0,5.0,-0.93,0.274026,32.27,1,S14
-34.0,-8.0,-55.0,-16.84,0.164001,32.89,1,S4
-64.0,-2.0,12.0,15.84,0.33671,33.16,2,S14
-54.0,4.0,36.0,-5.85,0.314962,32.53,4,S14
-24.0,-47.0,-36.0,36.01,0.298332,32.15,1,S14
64.0,-1.0,-16.0,333.58,0.078428,35.53,1,S2
-56.0,7.0,31.0,14.66,0.316242,31.73,4,S14
-50.0,-4.0,40.0,21.85,0.391049,30.75,3,S3
-44.0,19.0,43.0,69.95,0.172955,32.75,3,S4
-48.0,-38.0,-24.0,-25.21,0.288098,32.09,1,S14
43.0,27.0,38.0,-109.99,0.780667,35.71,1,S2
-44.0,19.0,43.0,38.1,0.166559,32.75,3,S4
62.0,1.0,11.0,13.71,0.198873,34.18,4,S2
-34.0,-9.0,-54.0,-32.81,0.151209,32.89,1,S4
-65.0,-8.0,11.0,50.01,1.339345,32.81,1,S3
-34.0,-6.0,-55.0,26.39,0.115392,33.09,1,S4
54.0,21.0,25.0,11.48,0.28216,35.79,1,S2
-65.0,0.0,-3.0,13.44,0.155047,32.77,4,S4
-54.0,4.0,35.0,-9.3,0.311125,32.49,4,S14
-31.0,-8.0,-56.0,24.47,0.169117,32.89,1,S4
-52.0,-23.0,-32.0,10.76,3.411688,32.47,2,S3
-46.0,1.0,45.0,98.71,0.508994,33.15,1,S3
63.0,0.0,-4.0,-80.92,0.164277,34.41,3,S2
-58.0,6.0,-8.0,-17.21,0.446143,30.47,4,S3
-36.0,55.0,-4.0,5.07,1.399752,32.73,2,S4
-53.0,5.0,36.0,24.65,0.321359,32.47,4,S14
7.0,-54.0,32.0,-10.3,0.375674,30.85,3,S3
-63.0,1.0,17.0,0.33,0.181909,31.43,4,S4
-32.0,-55.0,8.0,-8.53,0.266351,32.21,1,S14
-64.0,13.0,-6.0,8.47,0.442299,30.67,4,S3
57.0,23.0,17.0,-31.16,0.179653,33.93,4,S2
-47.0,-4.0,44.0,8.09,0.392331,30.85,3,S3
15.0,-60.0,12.0,-13.44,1.021557,32.99,2,S2
-32.0,-8.0,-56.0,35.73,0.139696,32.91,1,S4
25.0,57.0,14.0,32.61,0.252689,34.03,3,S2
-21.0,-5.0,-61.0,28.99,0.123067,33.07,1,S4
-27.0,58.0,10.0,-9.51,3.776766,32.34,2,S3
-57.0,-4.0,30.0,-23.25,2.367906,32.66,1,S3
-24.0,60.0,5.0,11.61,2.365307,32.47,2,S4
-47.0,-37.0,-25.0,38.35,0.288098,32.23,1,S14
-23.0,-11.0,-59.0,38.62,0.126905,32.97,1,S4
-54.0,-34.0,-14.0,-25.34,0.279143,32.27,1,S14
-64.0,14.0,-5.0,9.94,0.442299,30.65,4,S3
-22.0,-52.0,-31.0,11.16,0.343106,32.79,2,S14
-60.0,5.0,30.0,4.75,0.500025,33.16,1,S3
58.0,17.0,18.0,6.35,0.164277,35.91,1,S2
-23.0,-6.0,-59.0,-16.94,0.120509,33.03,1,S4
-19.0,60.0,11.0,1.06,0.3188,31.97,3,S14
48.0,30.0,21.0,95.38,0.508955,35.79,1,S2
55.0,26.0,20.0,7.27,0.101492,35.93,1,S2
-64.0,5.0,7.0,19.59,0.350781,32.84,2,S14
54.0,11.0,-31.0,30.41,0.141213,35.89,1,S2
-47.0,-35.0,-28.0,14.59,0.289377,32.16,1,S14
-57.0,-4.0,30.0,10.16,2.420437,32.71,1,S3
-65.0,-2.0,4.0,52.14,0.18063,31.45,4,S4
-63.0,2.0,17.0,-6.03,0.181909,31.45,4,S4
-55.0,7.0,33.0,3.99,0.321359,31.69,4,S14
61.0,0.0,-16.0,25.66,0.192467,34.25,3,S2
58.0,25.0,-3.0,2.13,0.093804,35.63,1,S2
-54.0,4.0,35.0,-30.11,0.316242,32.57,4,S14
-11.0,57.0,11.0,-106.32,2.696613,32.63,2,S4
-17.0,-8.0,-62.0,35.27,0.121788,33.05,1,S4
-31.0,-7.0,-56.0,29.88,0.121788,33.07,1,S4
62.0,0.0,12.0,3.72,0.184779,34.27,4,S2
-35.0,-46.0,29.0,-13.17,0.316242,33.13,2,S14
45.0,22.0,43.0,22.41,0.114305,35.87,1,S2
43.0,35.0,32.0,16.17,0.125837,35.91,1,S2
-36.0,-47.0,24.0,8.56,0.325196,33.16,2,S14
21.0,13.0,57.0,46.75,0.357758,35.87,1,S2
-38.0,-8.0,-53.0,26.58,0.308566,32.15,1,S14
51.0,29.0,23.0,17.3,0.110461,35.89,1,S2
-30.0,56.0,9.0,-2.62,2.110374,31.97,2,S3
56.0,19.0,23.0,14.19,0.189904,35.83,1,S2
-46.0,0.0,44.0,-3.64,0.371831,30.97,3,S3
54.0,26.0,21.0,0.38,0.097648,35.93,1,S2
-56.0,8.0,31.0,7.46,0.308566,31.59,4,S14
-65.0,-2.0,-3.0,-24.33,0.153767,32.91,4,S4
-31.0,-55.0,7.0,-13.39,0.275305,32.21,1,S14
0.0,-58.0,24.0,2.99,1.024058,33.25,1,S3
-31.0,-55.0,8.0,24.08,0.262513,32.25,1,S14
-56.0,7.0,31.0,5.31,0.307287,31.63,4,S14
-58.0,-9.0,28.0,12.09,2.357656,32.68,1,S3
-17.0,62.0,8.0,-34.95,2.557183,32.43,2,S4
-48.0,18.0,39.0,46.68,0.175513,32.77,3,S4
56.0,16.0,23.0,-17.47,0.200155,35.77,1,S2
56.0,24.0,17.0,12.57,0.105336,35.91,1,S2
-31.0,-8.0,-57.0,14.63,0.120509,33.11,1,S4
-25.0,-46.0,-38.0,17.38,0.297053,32.13,1,S14
-5.0,62.0,19.0,-34.78,2.662075,32.61,2,S4
-49.0,-22.0,-19.0,-1.52,3.47447,32.49,2,S3
-24.0,-58.0,-7.0,5.23,0.26763,32.29,1,S14
-37.0,-52.0,3.0,-21.33,2.296155,32.73,1,S3
-59.0,-8.0,26.0,3.77,4.30948,32.68,1,S3
53.0,17.0,31.0,-18.9,0.24372,35.75,1,S2
24.0,-48.0,-2.0,-18.49,0.133525,35.53,1,S2
57.0,23.0,17.0,21.53,0.18606,33.75,4,S2
-46.0,-8.0,43.0,12.15,5.866071,32.57,1,S3
19.0,-63.0,16.0,-290.7,0.75369,34.09,2,S2
-37.0,-51.0,9.0,30.7,0.271468,32.27,1,S14
-46.0,-7.0,44.0,-10.86,5.808414,32.57,1,S3
-64.0,14.0,-6.0,-1.57,0.470487,30.49,4,S3
-56.0,8.0,32.0,14.86,0.3188,31.69,4,S14
-46.0,-3.0,44.0,-115.49,0.382081,30.85,3,S3
-28.0,58.0,4.0,19.68,2.576676,32.55,2,S4
-21.0,-11.0,-59.0,-27.55,0.125626,32.99,1,S4
54.0,23.0,22.0,16.67,0.146339,35.89,1,S2
-45.0,-32.0,-34.0,-72.36,0.281702,32.11,1,S14
-19.0,-10.0,-61.0,39.95,0.125626,32.99,1,S4
-47.0,-5.0,44.0,6.17,0.394893,30.83,3,S3
57.0,23.0,17.0,7.34,0.25397,33.63,4,S2
-44.0,18.0,44.0,-58.61,0.176793,32.77,3,S4
56.0,23.0,17.0,24.28,0.170684,34.33,4,S2
-53.0,5.0,37.0,8.57,0.321359,32.41,4,S14
-62.0,1.0,19.0,-8.55,0.189584,31.43,4,S4
-50.0,20.0,37.0,206.06,0.199818,32.75,3,S4
57.0,23.0,17.0,16.35,0.174528,34.21,4,S2
62.0,0.0,10.0,12.57,0.305224,34.07,4,S2
-33.0,-6.0,-55.0,-115.09,0.115392,33.11,1,S4
43.0,14.0,-44.0,23.48,0.115587,35.75,1,S2
-61.0,-16.0,-4.0,7.88,0.761401,33.45,1,S3
-62.0,2.0,19.0,-22.78,0.19598,31.39,4,S4
43.0,13.0,-45.0,20.43,0.116868,35.79,1,S2
-19.0,-9.0,-62.0,35.36,0.115392,33.07,1,S4
-31.0,-48.0,26.0,12.48,0.326476,33.18,2,S14
-55.0,-38.0,-7.0,-44.99,0.28426,32.07,1,S14
-27.0,57.0,9.0,0.25,3.685877,32.49,2,S3
22.0,11.0,56.0,194.39,1.186948,35.75,1,S2
-15.0,62.0,7.0,8.98,0.321359,31.95,3,S14
-32.0,55.0,10.0,-4.32,2.410187,32.03,2,S3
-53.0,4.0,36.0,3.0,0.314962,32.55,4,S14
45.0,-3.0,44.0,24.47,1.366334,35.81,1,S2
40.0,37.0,33.0,-30.62,0.608968,35.77,1,S2
57.0,23.0,17.0,12.89,0.197592,33.68,4,S2
-23.0,62.0,9.0,-34.77,2.166276,32.18,2,S4
-56.0,8.0,31.0,14.34,0.313683,31.69,4,S14
62.0,0.0,11.0,14.89,0.241157,33.99,4,S2
-45.0,-47.0,1.0,1.46,0.290656,32.15,1,S14
-16.0,61.0,12.0,115.25,2.162438,32.21,2,S4
-31.0,-8.0,-56.0,22.77,0.124346,33.11,1,S4
60.0,0.0,-16.0,33.54,0.175809,34.39,3,S2
-23.0,-8.0,-60.0,13.89,0.123067,33.0,1,S4
-15.0,62.0,5.0,5.06,0.320079,31.99,3,S14
60.0,0.0,-15.0,-76.47,0.195029,34.23,3,S2
-56.0,7.0,32.0,-2.75,0.317521,31.73,4,S14
-45.0,45.0,11.0,-4.22,0.338518,30.93,4,S3
-18.0,62.0,7.0,-36.85,2.673588,32.43,2,S4
-47.0,44.0,11.0,-5.41,0.364143,31.07,4,S3
-46.0,-8.0,44.0,-3.13,5.835321,32.57,1,S3
10.0,-59.0,19.0,-0.01,0.188305,31.47,4,S4
-34.0,-8.0,-54.0,-75.73,0.142255,32.89,1,S4
-53.0,-38.0,-6.0,21.48,0.308566,32.23,1,S14
-50.0,6.0,40.0,-18.55,0.631994,33.41,1,S3
-59.0,-31.0,-23.0,18.76,0.341827,32.75,2,S14
62.0,0.0,12.0,22.26,0.170684,34.43,4,S2
-59.0,-32.0,16.0,-24.25,0.337989,32.75,2,S14
-37.0,-8.0,-53.0,41.99,0.306008,32.18,1,S14
-34.0,-6.0,-54.0,-25.88,0.115392,33.11,1,S4
10.0,-52.0,20.0,22.82,0.543588,33.16,1,S3
16.0,-59.0,13.0,-40.93,1.238102,32.63,2,S2
15.0,-59.0,15.0,-39.9,0.94724,33.27,2,S2
-56.0,8.0,32.0,13.16,0.313683,31.71,4,S14
16.0,-59.0,15.0,9.4,0.91905,33.45,2,S2
-51.0,-19.0,26.0,336.32,0.110275,33.07,1,S4
-31.0,56.0,14.0,8.17,0.423081,32.61,2,S3
-64.0,14.0,-5.0,-14.29,0.442299,30.65,4,S3
-24.0,-48.0,-36.0,2.82,0.299611,32.16,1,S14
-48.0,19.0,39.0,-22.99,0.172955,32.79,3,S4
-47.0,-37.0,-24.0,-8.88,0.337989,32.65,2,S14
56.0,23.0,17.0,-6.42,0.170684,34.33,4,S2
-29.0,-31.0,-15.0,-52.49,0.314962,32.07,1,S14
-19.0,-6.0,-61.0,-30.68,0.123067,33.09,1,S4
-29.0,58.0,9.0,-2.71,3.47447,32.49,2,S3
-63.0,-13.0,-19.0,7.03,3.701172,32.45,2,S3
51.0,22.0,31.0,41.04,0.500055,35.84,1,S2
-47.0,44.0,11.0,5.39,0.36158,31.07,4,S3
-54.0,-36.0,-6.0,-24.94,2.025811,32.84,1,S3
60.0,-1.0,-19.0,-20.65,0.134807,34.09,3,S2
63.0,0.0,12.0,14.86,0.16684,34.57,4,S2
-63.0,13.0,-6.0,-0.69,0.460237,30.55,4,S3
-30.0,59.0,16.0,34.94,2.071617,32.68,2,S4
-65.0,-2.0,-2.0,-38.32,0.156326,32.91,4,S4
-43.0,0.0,47.0,7.15,0.366706,30.97,3,S3
-61.0,-19.0,-16.0,4.3,0.820338,33.37,1,S3
-50.0,-35.0,-23.0,-12.1,0.286819,32.07,1,S14
-52.0,1.0,38.0,13.15,1.202251,32.91,1,S3
-27.0,57.0,9.0,1.0,1.873828,31.93,2,S3
-63.0,-4.0,15.0,-41.6,0.401299,31.09,4,S3
-37.0,-52.0,-5.0,8.54,0.282981,32.18,1,S14
57.0,23.0,17.0,14.13,0.173247,34.31,4,S2
-52.0,-1.0,38.0,7.94,0.469206,33.16,1,S3
-56.0,7.0,33.0,-3.57,0.3188,31.67,4,S14
-56.0,6.0,31.0,-1.52,0.307287,31.59,4,S14
-53.0,4.0,36.0,-14.95,0.317521,32.5,4,S14
-45.0,44.0,11.0,1.85,0.347487,30.93,4,S3
-48.0,-36.0,13.0,-49.31,0.349502,32.81,2,S14
-32.0,-49.0,25.0,9.06,0.329034,33.18,2,S14
-54.0,4.0,36.0,-34.51,0.316242,32.5,4,S14
-53.0,-6.0,36.0,-4.07,2.780872,32.79,1,S3
-19.0,60.0,15.0,-183.47,2.741689,32.41,2,S4
-64.0,0.0,-2.0,15.35,0.157605,32.79,4,S4
-44.0,18.0,43.0,21.63,0.172955,32.75,3,S4
-29.0,57.0,5.0,7.87,1.397194,32.73,2,S4
57.0,23.0,17.0,15.57,0.220656,33.65,4,S2
-46.0,45.0,10.0,1.91,0.334674,30.91,4,S3
-19.0,61.0,12.0,11.02,0.3188,31.99,3,S14
57.0,23.0,17.0,21.64,0.238594,33.61,4,S2
-52.0,0.0,43.0,16.35,0.169117,32.79,3,S4
-31.0,-7.0,-56.0,-51.02,0.120509,33.05,1,S4
-65.0,-2.0,-3.0,-8.11,0.152488,32.93,4,S4
-38.0,-53.0,-7.0,-41.44,0.306008,32.16,1,S14
-59.0,-6.0,26.0,6.49,0.350049,30.95,3,S3
-63.0,14.0,-5.0,8.9,0.442299,30.65,4,S3
-46.0,45.0,12.0,4.02,0.343643,30.95,4,S3
-54.0,-35.0,2.0,-7.0,2.046311,32.87,1,S3
-60.0,3.0,-7.0,26.9,0.343643,32.71,2,S3
-54.0,4.0,36.0,10.97,0.313683,32.49,4,S14
1.0,59.0,-23.0,-91.96,0.57465,32.87,2,S14
-42.0,-46.0,-17.0,-49.14,0.307287,32.07,1,S14
-32.0,55.0,9.0,1.49,4.428637,32.27,2,S3
-21.0,63.0,12.0,25.92,2.402403,32.31,2,S4
-55.0,7.0,32.0,8.08,0.320079,31.71,4,S14
-55.0,10.0,32.0,-33.15,0.320079,31.69,4,S14
-44.0,0.0,47.0,16.05,0.362862,30.97,3,S3
-19.0,60.0,7.0,-17.76,2.49962,32.39,2,S4
-56.0,8.0,32.0,8.04,0.3188,31.71,4,S14
-24.0,60.0,5.0,-17.28,2.626563,32.57,2,S4
-34.0,-47.0,25.0,4.93,0.326476,33.18,2,S14
62.0,0.0,11.0,15.14,0.214249,34.09,4,S2
-34.0,-6.0,-55.0,36.33,0.115392,33.11,1,S4
-43.0,27.0,45.0,-91.3,2.14453,32.21,2,S4
18.0,-59.0,18.0,-53.85,0.672966,33.75,2,S2
-35.0,58.0,9.0,67.49,2.425562,32.05,2,S3
25.0,57.0,14.0,11.5,0.294973,34.05,3,S2
-57.0,-4.0,30.0,11.14,2.365343,32.68,1,S3
-52.0,-6.0,36.0,15.7,2.748841,32.79,1,S3
56.0,23.0,16.0,4.79,0.33982,35.89,1,S2
-68.0,-10.0,-3.0,-119.68,0.157605,32.84,4,S4
57.0,23.0,17.0,-9.36,0.178372,33.93,4,S2
-24.0,-59.0,-8.0,-61.65,0.268909,32.27,1,S14
-33.0,-54.0,8.0,15.07,0.270188,32.27,1,S14
-29.0,57.0,9.0,4.85,1.930998,31.97,2,S3
58.0,25.0,-2.0,-5.89,0.093804,35.61,1,S2
-52.0,-29.0,-17.0,3.59,1.076688,33.25,1,S3
-37.0,-7.0,-52.0,28.44,0.313683,32.09,1,S14
-56.0,7.0,32.0,17.11,0.314962,31.75,4,S14
-22.0,-12.0,-59.0,-31.71,0.126905,33.0,1,S4
-53.0,4.0,36.0,10.98,0.3188,32.5,4,S14
-27.0,57.0,12.0,5.91,3.288688,32.49,2,S3
-49.0,-5.0,-42.0,2.63,3.944323,32.39,2,S3
16.0,-59.0,12.0,10.92,1.220163,32.61,2,S2
-64.0,13.0,-5.0,-2.73,0.442299,30.65,4,S3
-18.0,-58.0,20.0,-40.36,0.382081,30.85,3,S3
6.0,6.0,60.0,-32.63,0.30138,35.79,1,S2
-56.0,8.0,32.0,-29.42,0.316242,31.71,4,S14
-63.0,-5.0,16.0,-51.2,0.400018,31.11,4,S3
-54.0,-31.0,14.0,6.95,0.36158,33.25,1,S3
-40.0,-6.0,49.0,3.54,2.083467,32.84,1,S3
57.0,23.0,17.0,20.81,0.170684,34.33,4,S2
51.0,29.0,23.0,14.88,0.110461,35.89,1,S2
-27.0,55.0,12.0,-1.09,4.063766,32.34,2,S3
15.0,-60.0,15.0,8.73,0.903674,33.43,2,S2
11.0,-57.0,25.0,20.47,0.598682,33.21,1,S3
-64.0,14.0,-5.0,3.96,0.444862,30.65,4,S3
-65.0,1.0,9.0,-24.95,0.194701,31.47,4,S4
-55.0,-4.0,34.0,-6.9,0.369268,30.97,3,S3
-23.0,-11.0,-59.0,-9.29,0.126905,32.97,1,S4
-56.0,-1.0,26.0,29.53,1.161251,32.89,1,S3
-54.0,4.0,36.0,12.39,0.317521,32.5,4,S14
12.0,-59.0,17.0,-176.76,0.189584,31.45,4,S4
-54.0,4.0,36.0,17.9,0.316242,32.53,4,S14
-26.0,-11.0,-58.0,24.7,0.128184,32.95,1,S4
-62.0,-15.0,-27.0,3.05,0.979313,33.27,1,S3
-59.0,-29.0,8.0,-7.46,0.344385,32.89,2,S14
-34.0,-5.0,-55.0,-34.57,0.115392,33.13,1,S4
-19.0,61.0,10.0,127.18,2.686685,32.39,2,S4
56.0,23.0,17.0,-12.14,0.184779,33.75,4,S2
-37.0,-7.0,-53.0,19.56,0.313683,32.07,1,S14
-29.0,57.0,9.0,-4.29,1.704702,31.93,2,S3
-65.0,0.0,6.0,-21.97,0.188305,31.47,4,S4
-12.0,53.0,-7.0,-4.62,2.594279,32.47,2,S4
-32.0,-9.0,-56.0,-76.47,0.155047,32.87,1,S4
-62.0,1.0,21.0,3.92,0.188305,31.39,4,S4
-52.0,-1.0,37.0,-1.74,0.471768,33.16,1,S3
-45.0,-46.0,2.0,-7.79,0.289377,32.16,1,S14
62.0,-1.0,12.0,-1.36,0.142495,34.73,4,S2
-38.0,65.0,10.0,15.7,0.774144,32.53,2,S3
-65.0,0.0,7.0,-24.99,0.189584,31.45,4,S4
-24.0,-58.0,-7.0,-68.03,0.270188,32.29,1,S14
-60.0,-28.0,2.0,39.05,0.345664,32.73,2,S14
-46.0,-42.0,20.0,12.17,0.331593,32.93,2,S14
15.0,-59.0,14.0,-65.52,1.13047,32.77,2,S2
-64.0,14.0,-5.0,-1.67,0.444862,30.67,4,S3
16.0,-59.0,12.0,4.94,0.598648,33.87,2,S2
-66.0,-1.0,3.0,-2.84,0.183188,31.47,4,S4
-49.0,1.0,41.0,-22.6,0.167838,32.79,3,S4
-1.0,-59.0,24.0,-34.22,0.994589,33.25,1,S3
-17.0,-7.0,-63.0,13.58,0.120509,33.07,1,S4
-54.0,8.0,34.0,-0.92,0.320079,32.37,4,S14
-56.0,7.0,31.0,-11.2,0.312404,31.73,4,S14
-63.0,-5.0,12.0,-1.56,0.279143,32.25,1,S14
63.0,0.0,-6.0,4.43,0.212968,34.18,3,S2
-21.0,61.0,2.0,103.71,2.987291,32.61,2,S4
-66.0,-2.0,-3.0,-39.19,0.152488,32.95,4,S4
55.0,11.0,-30.0,-15.6,0.14762,35.93,1,S2
-10.0,-7.0,48.0,2.2,0.137369,35.53,1,S2
56.0,19.0,23.0,-14.52,0.193748,35.81,1,S2
-33.0,-46.0,-40.0,-13.69,0.311125,32.15,1,S14
-55.0,-3.0,34.0,-5.66,0.391049,30.89,3,S3
16.0,-60.0,14.0,-18.71,0.876697,33.57,2,S2
-59.0,-24.0,-15.0,-13.89,0.693494,33.41,1,S3
-65.0,-2.0,-2.0,26.55,0.157605,32.89,4,S4
-54.0,-27.0,20.0,59.19,1.864859,32.83,1,S3
-65.0,0.0,-5.0,24.47,0.157605,32.77,4,S4
-48.0,19.0,38.0,57.18,0.181909,32.77,3,S4
-53.0,4.0,36.0,-7.3,0.316242,32.55,4,S14
-17.0,61.0,11.0,109.98,2.126621,32.21,2,S4
-53.0,3.0,36.0,15.2,0.314962,32.5,4,S14
-18.0,61.0,12.0,0.66,0.321359,31.89,3,S14
-67.0,47.0,-30.0,-28.5,4.301793,32.37,2,S3
-42.0,-2.0,48.0,6.44,0.392331,33.13,1,S3
-63.0,-4.0,15.0,-0.01,0.401299,31.09,4,S3
-44.0,-45.0,-22.0,-71.48,0.343106,32.77,2,S14
33.0,37.0,33.0,73.53,0.720444,35.73,1,S2
-65.0,-1.0,-6.0,24.07,0.158884,32.83,4,S4
-62.0,2.0,19.0,25.94,0.194701,31.41,4,S4
-37.0,-8.0,-53.0,-32.78,0.308566,32.15,1,S14
40.0,37.0,33.0,9.28,0.55259,35.79,1,S2
57.0,23.0,17.0,0.32,0.178372,34.05,4,S2
63.0,0.0,-6.0,12.26,0.195029,34.33,3,S2
-18.0,59.0,7.0,-23.96,2.372982,32.37,2,S4
-16.0,-47.0,-41.0,-19.8,0.112834,33.03,1,S4
-47.0,-44.0,8.0,7.53,0.293215,32.95,2,S14
-46.0,-5.0,44.0,-2.49,0.403862,30.83,3,S3
60.0,0.0,-20.0,6.44,0.171965,34.11,3,S2
-21.0,60.0,-4.0,59.65,2.984427,32.55,2,S4
-54.0,4.0,36.0,-2.53,0.316242,32.49,4,S14
-34.0,-9.0,-55.0,28.21,0.147372,32.89,1,S4
-18.0,-7.0,-62.0,26.51,0.120509,33.05,1,S4
-52.0,-34.0,-25.0,-8.02,0.28426,32.11,1,S14
54.0,24.0,23.0,10.94,0.33085,35.84,1,S2
-17.0,-8.0,-62.0,-36.5,0.121788,33.07,1,S4
-24.0,-58.0,-8.0,-40.01,0.270188,32.27,1,S14
-55.0,-29.0,1.0,-9.49,4.806037,32.61,1,S3
-60.0,-19.0,-15.0,6.96,0.849807,33.31,1,S3
-21.0,60.0,10.0,72.4,2.51497,32.45,2,S4
-55.0,-19.0,-34.0,33.11,0.972808,33.29,1,S3
-27.0,-11.0,-57.0,36.17,0.128184,32.95,1,S4
-52.0,20.0,31.0,101.3,0.372529,32.89,2,S14
-63.0,14.0,-6.0,8.36,0.457675,30.59,4,S3
-64.0,14.0,-6.0,-18.48,0.4628,30.55,4,S3
-28.0,57.0,14.0,26.04,2.51525,32.0,2,S3
-31.0,-55.0,7.0,28.93,0.270188,32.18,1,S14
-22.0,-60.0,-7.0,11.74,0.263792,32.23,1,S14
-44.0,19.0,43.0,-114.02,0.179351,32.75,3,S4
-22.0,60.0,6.0,17.98,2.410078,32.55,2,S4
-46.0,0.0,46.0,1.85,0.370549,30.95,3,S3
-61.0,-5.0,23.0,16.05,2.493871,32.71,1,S3
-48.0,-35.0,-30.0,29.22,0.282981,32.21,1,S14
65.0,1.0,1.0,25.32,0.191185,34.34,3,S2
-53.0,4.0,36.0,21.27,0.312404,32.5,4,S14
-65.0,-2.0,-2.0,15.77,0.152488,32.93,4,S4
-32.0,-8.0,-55.0,7.34,0.106438,33.09,1,S4
-59.0,-7.0,-31.0,-48.49,0.107717,33.09,1,S4
62.0,1.0,11.0,10.82,0.203999,34.15,4,S2
-53.0,4.0,36.0,-38.36,0.316242,32.55,4,S14
-30.0,56.0,10.0,-7.35,2.746278,32.11,2,S3
45.0,15.0,-42.0,-9.41,0.124556,35.57,1,S2
-33.0,-9.0,-55.0,32.69,0.146092,32.89,1,S4
-23.0,59.0,5.0,54.29,1.715807,32.75,2,S4
58.0,3.0,6.0,-102.41,0.227062,34.27,3,S2
49.0,29.0,24.0,39.41,0.127119,35.89,1,S2
-63.0,1.0,17.0,-38.49,0.183188,31.41,4,S4
-65.0,0.0,5.0,17.87,0.189584,31.47,4,S4
62.0,0.0,12.0,-31.72,0.148901,34.63,4,S2
-65.0,0.0,-5.0,24.46,0.156326,32.77,4,S4
-52.0,3.0,-27.0,12.68,3.608922,32.45,2,S3
54.0,25.0,22.0,8.03,0.098929,35.93,1,S2
-65.0,-2.0,-7.0,-4.65,0.158884,32.83,4,S4
-66.0,-20.0,10.0,-32.69,0.369268,33.15,1,S3
64.0,0.0,-17.0,39.22,0.196311,34.18,3,S2
-53.0,5.0,36.0,-5.06,0.321359,32.45,4,S14
-34.0,-40.0,-38.0,-8.7,0.286819,32.16,1,S14
-38.0,-7.0,-53.0,30.14,0.313683,32.11,1,S14
49.0,13.0,-37.0,-35.05,0.124556,35.66,1,S2
-20.0,60.0,11.0,5.62,0.317521,31.99,3,S14
45.0,-1.0,44.0,56.46,0.137369,35.5,1,S2
57.0,23.0,17.0,20.39,0.168121,34.34,4,S2
-56.0,-30.0,13.0,-19.89,0.366706,33.25,1,S3
-64.0,13.0,-5.0,9.3,0.456393,30.63,4,S3
-43.0,-1.0,48.0,-6.02,0.375674,33.13,1,S3
-44.0,18.0,43.0,36.51,0.176793,32.73,3,S4
-44.0,18.0,43.0,-26.84,0.172955,32.75,3,S4
-30.0,57.0,9.0,22.04,2.701434,32.5,2,S3
-32.0,-55.0,0.0,25.62,0.263792,32.21,1,S14
-44.0,19.0,43.0,-143.51,0.175513,32.73,3,S4
-57.0,-4.0,30.0,14.24,2.457593,32.71,1,S3
54.0,24.0,22.0,-27.42,0.156589,35.89,1,S2
-65.0,-2.0,11.0,2.57,0.331593,33.11,2,S14
-33.0,-9.0,-55.0,30.58,0.13458,32.93,1,S4
-34.0,63.0,8.0,1.9,2.683094,32.55,2,S3
-51.0,-38.0,-13.0,29.54,0.308566,32.21,1,S14
-37.0,-35.0,-38.0,40.85,0.311125,32.21,1,S14
-42.0,-2.0,48.0,2.49,0.392331,33.15,1,S3
-32.0,-55.0,4.0,-23.56,0.274026,32.23,1,S14
62.0,0.0,12.0,-12.5,0.170684,34.53,4,S2
-56.0,8.0,31.0,6.13,0.308566,31.61,4,S14
-54.0,4.0,36.0,10.8,0.314962,32.55,4,S14
16.0,-59.0,14.0,-5.73,1.139439,32.71,2,S2
-41.0,34.0,-7.0,-100.42,1.635219,32.75,2,S4
-29.0,57.0,10.0,-2.37,1.668827,31.93,2,S3
-42.0,-2.0,48.0,4.62,0.408987,33.13,1,S3
-27.0,18.0,55.0,-10.17,0.956151,32.53,2,S3
-36.0,-37.0,-38.0,35.88,0.281702,32.16,1,S14
-63.0,-6.0,15.0,-8.23,2.023248,32.84,1,S3
-64.0,14.0,-5.0,-14.55,0.443581,30.65,4,S3
-23.0,-59.0,-7.0,30.66,0.270188,32.29,1,S14
-31.0,-50.0,4.0,-41.1,0.339268,32.77,2,S14
63.0,0.0,-6.0,13.84,0.195029,34.33,3,S2
-56.0,7.0,32.0,4.4,0.320079,31.69,4,S14
-65.0,-1.0,6.0,10.4,0.280422,32.27,1,S14
